=== SEEDER RUN STARTED Sun Apr  5 12:24:07 EDT 2026 ===

=== PHASE 1: Cross-seed from pricing models ===
Started: Sun Apr  5 12:24:07 EDT 2026
Cities: 739 | Services: roofing, hvac, plumbing, electrical, solar | Max: all
  SEED Dothan, AL [hvac] = $8,100 (trust=90)
  SEED Moore, OK [solar] = $27,800 (trust=90)
  SEED Muskogee, OK [roofing] = $11,500 (trust=90)
  SEED Muskogee, OK [hvac] = $9,200 (trust=90)
  SEED Muskogee, OK [plumbing] = $2,300 (trust=90)
  SEED Muskogee, OK [electrical] = $2,400 (trust=90)
  SEED Muskogee, OK [solar] = $26,900 (trust=90)
  SEED Norman, OK [roofing] = $11,900 (trust=90)
  SEED Norman, OK [hvac] = $9,500 (trust=90)
  SEED Norman, OK [plumbing] = $2,400 (trust=90)
  SEED Norman, OK [electrical] = $2,500 (trust=90)
  SEED Norman, OK [solar] = $27,800 (trust=90)
  SEED Oklahoma City, OK [hvac] = $9,200 (trust=90)
  SEED Oklahoma City, OK [plumbing] = $2,300 (trust=90)
  SEED Oklahoma City, OK [electrical] = $2,400 (trust=90)
  SEED Oklahoma City, OK [solar] = $26,900 (trust=90)
  SEED Stillwater, OK [roofing] = $11,900 (trust=90)
  SEED Stillwater, OK [hvac] = $9,500 (trust=90)
  SEED Stillwater, OK [plumbing] = $2,400 (trust=90)
  SEED Stillwater, OK [electrical] = $2,500 (trust=90)
  SEED Stillwater, OK [solar] = $27,800 (trust=90)
  SEED Tulsa, OK [roofing] = $11,700 (trust=90)
  SEED Tulsa, OK [hvac] = $9,000 (trust=90)
  SEED Tulsa, OK [plumbing] = $2,500 (trust=90)
  SEED Tulsa, OK [electrical] = $2,500 (trust=90)
  SEED Tulsa, OK [solar] = $28,000 (trust=90)
  SEED Albany, OR [roofing] = $12,800 (trust=90)
  SEED Albany, OR [hvac] = $10,700 (trust=90)
  SEED Albany, OR [plumbing] = $3,000 (trust=90)
  SEED Albany, OR [electrical] = $3,400 (trust=90)
  SEED Albany, OR [solar] = $36,800 (trust=90)
  SEED Beaverton, OR [roofing] = $14,400 (trust=90)
  SEED Beaverton, OR [hvac] = $11,600 (trust=90)
  SEED Beaverton, OR [plumbing] = $3,500 (trust=90)
  SEED Beaverton, OR [electrical] = $3,600 (trust=90)
  SEED Beaverton, OR [solar] = $38,900 (trust=90)
  SEED Bend, OR [roofing] = $13,700 (trust=90)
  SEED Bend, OR [hvac] = $10,600 (trust=90)
  SEED Bend, OR [plumbing] = $3,100 (trust=90)
  SEED Bend, OR [electrical] = $3,100 (trust=90)
  SEED Bend, OR [solar] = $34,400 (trust=90)
  SEED Corvallis, OR [roofing] = $13,000 (trust=90)
  SEED Corvallis, OR [hvac] = $11,200 (trust=90)
  SEED Corvallis, OR [plumbing] = $3,000 (trust=90)
  SEED Corvallis, OR [electrical] = $3,400 (trust=90)
  SEED Corvallis, OR [solar] = $37,100 (trust=90)
... 550/739 cities processed (2617 seeded, 133 skipped)
  SEED Eugene, OR [roofing] = $12,700 (trust=90)
  SEED Eugene, OR [hvac] = $10,600 (trust=90)
  SEED Eugene, OR [plumbing] = $3,200 (trust=90)
  SEED Eugene, OR [electrical] = $3,100 (trust=90)
  SEED Eugene, OR [solar] = $34,500 (trust=90)
  SEED Gresham, OR [roofing] = $14,400 (trust=90)
  SEED Gresham, OR [hvac] = $11,600 (trust=90)
  SEED Gresham, OR [plumbing] = $3,500 (trust=90)
  SEED Gresham, OR [electrical] = $3,600 (trust=90)
  SEED Gresham, OR [solar] = $38,900 (trust=90)
  SEED Hillsboro, OR [roofing] = $14,400 (trust=90)
  SEED Hillsboro, OR [hvac] = $11,600 (trust=90)
  SEED Hillsboro, OR [plumbing] = $3,500 (trust=90)
  SEED Hillsboro, OR [electrical] = $3,600 (trust=90)
  SEED Hillsboro, OR [solar] = $38,900 (trust=90)
  SEED Keizer, OR [roofing] = $12,800 (trust=90)
  SEED Keizer, OR [hvac] = $10,700 (trust=90)
  SEED Keizer, OR [plumbing] = $3,000 (trust=90)
  SEED Keizer, OR [electrical] = $3,400 (trust=90)
  SEED Keizer, OR [solar] = $36,800 (trust=90)
  SEED Lake Oswego, OR [roofing] = $14,400 (trust=90)
  SEED Lake Oswego, OR [hvac] = $11,600 (trust=90)
  SEED Lake Oswego, OR [plumbing] = $3,500 (trust=90)
  SEED Lake Oswego, OR [electrical] = $3,600 (trust=90)
  SEED Lake Oswego, OR [solar] = $38,900 (trust=90)
  SEED Medford, OR [roofing] = $12,600 (trust=90)
  SEED Medford, OR [hvac] = $10,500 (trust=90)
  SEED Medford, OR [plumbing] = $3,000 (trust=90)
  SEED Medford, OR [electrical] = $3,100 (trust=90)
  SEED Medford, OR [solar] = $33,900 (trust=90)
  SEED Salem, OR [roofing] = $12,900 (trust=90)
  SEED Salem, OR [hvac] = $10,900 (trust=90)
  SEED Salem, OR [plumbing] = $3,100 (trust=90)
  SEED Salem, OR [electrical] = $3,100 (trust=90)
  SEED Salem, OR [solar] = $34,700 (trust=90)
  SEED Springfield, OR [roofing] = $12,700 (trust=90)
  SEED Springfield, OR [hvac] = $10,600 (trust=90)
  SEED Springfield, OR [plumbing] = $3,200 (trust=90)
  SEED Springfield, OR [electrical] = $3,100 (trust=90)
  SEED Springfield, OR [solar] = $34,500 (trust=90)
  SEED Tigard, OR [roofing] = $14,400 (trust=90)
  SEED Tigard, OR [hvac] = $11,600 (trust=90)
  SEED Tigard, OR [plumbing] = $3,500 (trust=90)
  SEED Tigard, OR [electrical] = $3,600 (trust=90)
  SEED Tigard, OR [solar] = $38,900 (trust=90)
  SEED Allentown, PA [roofing] = $13,100 (trust=90)
  SEED Allentown, PA [hvac] = $10,600 (trust=90)
  SEED Allentown, PA [plumbing] = $2,800 (trust=90)
  SEED Allentown, PA [electrical] = $2,800 (trust=90)
  SEED Allentown, PA [solar] = $31,200 (trust=90)
  SEED Altoona, PA [roofing] = $11,400 (trust=90)
  SEED Altoona, PA [hvac] = $9,100 (trust=90)
  SEED Altoona, PA [plumbing] = $2,400 (trust=90)
  SEED Altoona, PA [electrical] = $2,400 (trust=90)
  SEED Altoona, PA [solar] = $27,500 (trust=90)
  SEED Bethlehem, PA [roofing] = $13,100 (trust=90)
  SEED Bethlehem, PA [hvac] = $10,600 (trust=90)
  SEED Bethlehem, PA [plumbing] = $2,800 (trust=90)
  SEED Bethlehem, PA [electrical] = $2,800 (trust=90)
  SEED Bethlehem, PA [solar] = $31,200 (trust=90)
  SEED Erie, PA [roofing] = $12,000 (trust=90)
  SEED Erie, PA [hvac] = $9,800 (trust=90)
  SEED Erie, PA [plumbing] = $2,600 (trust=90)
  SEED Erie, PA [electrical] = $2,600 (trust=90)
  SEED Erie, PA [solar] = $29,300 (trust=90)
  SEED Harrisburg, PA [roofing] = $12,600 (trust=90)
  SEED Harrisburg, PA [plumbing] = $2,800 (trust=90)
  SEED Harrisburg, PA [electrical] = $2,800 (trust=90)
  SEED Harrisburg, PA [solar] = $31,600 (trust=90)
  SEED Lancaster, PA [roofing] = $12,600 (trust=90)
  SEED Lancaster, PA [hvac] = $10,100 (trust=90)
  SEED Lancaster, PA [plumbing] = $2,700 (trust=90)
  SEED Lancaster, PA [electrical] = $2,600 (trust=90)
  SEED Lancaster, PA [solar] = $30,100 (trust=90)
  SEED Philadelphia, PA [electrical] = $3,000 (trust=90)
  SEED Pittsburgh, PA [plumbing] = $2,700 (trust=90)
  SEED Pittsburgh, PA [electrical] = $2,600 (trust=90)
  SEED Pittsburgh, PA [solar] = $30,000 (trust=90)
  SEED Reading, PA [roofing] = $13,300 (trust=90)
  SEED Reading, PA [hvac] = $10,400 (trust=90)
  SEED Reading, PA [plumbing] = $2,700 (trust=90)
  SEED Reading, PA [electrical] = $2,700 (trust=90)
  SEED Reading, PA [solar] = $30,300 (trust=90)
  SEED Scranton, PA [roofing] = $12,500 (trust=90)
  SEED Scranton, PA [hvac] = $10,200 (trust=90)
  SEED Scranton, PA [plumbing] = $2,600 (trust=90)
  SEED Scranton, PA [electrical] = $2,700 (trust=90)
  SEED Scranton, PA [solar] = $30,000 (trust=90)
  SEED State College, PA [roofing] = $13,200 (trust=90)
  SEED State College, PA [hvac] = $9,700 (trust=90)
  SEED State College, PA [plumbing] = $2,700 (trust=90)
  SEED State College, PA [electrical] = $2,600 (trust=90)
  SEED State College, PA [solar] = $29,700 (trust=90)
  SEED Wilkes-Barre, PA [roofing] = $13,100 (trust=90)
  SEED Wilkes-Barre, PA [hvac] = $10,600 (trust=90)
  SEED Wilkes-Barre, PA [plumbing] = $2,800 (trust=90)
  SEED Wilkes-Barre, PA [electrical] = $2,800 (trust=90)
  SEED Wilkes-Barre, PA [solar] = $31,200 (trust=90)
  SEED York, PA [roofing] = $12,800 (trust=90)
  SEED York, PA [hvac] = $10,200 (trust=90)
  SEED York, PA [plumbing] = $2,700 (trust=90)
  SEED York, PA [electrical] = $2,700 (trust=90)
  SEED York, PA [solar] = $30,400 (trust=90)
  SEED Cranston, RI [roofing] = $14,100 (trust=90)
  SEED Cranston, RI [hvac] = $10,500 (trust=90)
  SEED Cranston, RI [plumbing] = $3,000 (trust=90)
  SEED Cranston, RI [electrical] = $2,900 (trust=90)
  SEED Cranston, RI [solar] = $33,600 (trust=90)
  SEED East Providence, RI [roofing] = $14,100 (trust=90)
  SEED East Providence, RI [hvac] = $10,500 (trust=90)
  SEED East Providence, RI [plumbing] = $3,000 (trust=90)
  SEED East Providence, RI [electrical] = $2,900 (trust=90)
  SEED East Providence, RI [solar] = $33,600 (trust=90)
  SEED Pawtucket, RI [roofing] = $14,100 (trust=90)
  SEED Pawtucket, RI [hvac] = $10,500 (trust=90)
  SEED Pawtucket, RI [plumbing] = $3,000 (trust=90)
  SEED Pawtucket, RI [electrical] = $2,900 (trust=90)
  SEED Pawtucket, RI [solar] = $33,600 (trust=90)
  SEED Providence, RI [roofing] = $14,100 (trust=90)
  SEED Providence, RI [hvac] = $10,500 (trust=90)
  SEED Providence, RI [plumbing] = $3,000 (trust=90)
  SEED Providence, RI [electrical] = $2,900 (trust=90)
  SEED Providence, RI [solar] = $33,600 (trust=90)
  SEED Warwick, RI [roofing] = $14,100 (trust=90)
  SEED Warwick, RI [hvac] = $10,500 (trust=90)
  SEED Warwick, RI [plumbing] = $3,000 (trust=90)
  SEED Warwick, RI [electrical] = $2,900 (trust=90)
  SEED Warwick, RI [solar] = $33,600 (trust=90)
  SEED Woonsocket, RI [roofing] = $14,100 (trust=90)
  SEED Woonsocket, RI [hvac] = $10,500 (trust=90)
  SEED Woonsocket, RI [plumbing] = $3,000 (trust=90)
  SEED Woonsocket, RI [electrical] = $2,900 (trust=90)
  SEED Woonsocket, RI [solar] = $33,600 (trust=90)
  SEED Charleston, SC [roofing] = $12,200 (trust=90)
  SEED Charleston, SC [hvac] = $9,700 (trust=90)
  SEED Charleston, SC [plumbing] = $2,600 (trust=90)
  SEED Charleston, SC [electrical] = $2,600 (trust=90)
  SEED Charleston, SC [solar] = $29,000 (trust=90)
  SEED Columbia, SC [roofing] = $11,600 (trust=90)
  SEED Columbia, SC [hvac] = $9,300 (trust=90)
  SEED Columbia, SC [electrical] = $2,500 (trust=90)
  SEED Columbia, SC [solar] = $28,400 (trust=90)
  SEED Florence, SC [roofing] = $10,600 (trust=90)
  SEED Florence, SC [hvac] = $8,900 (trust=90)
  SEED Florence, SC [plumbing] = $2,300 (trust=90)
  SEED Florence, SC [electrical] = $2,200 (trust=90)
  SEED Florence, SC [solar] = $25,400 (trust=90)
  SEED Goose Creek, SC [roofing] = $11,700 (trust=90)
  SEED Goose Creek, SC [hvac] = $9,300 (trust=90)
  SEED Goose Creek, SC [plumbing] = $2,500 (trust=90)
  SEED Goose Creek, SC [electrical] = $2,500 (trust=90)
  SEED Goose Creek, SC [solar] = $27,800 (trust=90)
  SEED Greenville, SC [roofing] = $11,500 (trust=90)
  SEED Greenville, SC [hvac] = $9,100 (trust=90)
  SEED Greenville, SC [plumbing] = $2,500 (trust=90)
  SEED Greenville, SC [electrical] = $2,600 (trust=90)
  SEED Greenville, SC [solar] = $28,800 (trust=90)
  SEED Hilton Head Island, SC [roofing] = $12,400 (trust=90)
  SEED Hilton Head Island, SC [hvac] = $9,400 (trust=90)
  SEED Hilton Head Island, SC [plumbing] = $2,500 (trust=90)
  SEED Hilton Head Island, SC [electrical] = $2,400 (trust=90)
  SEED Hilton Head Island, SC [solar] = $27,200 (trust=90)
  SEED Mount Pleasant, SC [roofing] = $11,700 (trust=90)
  SEED Mount Pleasant, SC [hvac] = $9,300 (trust=90)
  SEED Mount Pleasant, SC [plumbing] = $2,500 (trust=90)
  SEED Mount Pleasant, SC [electrical] = $2,500 (trust=90)
  SEED Mount Pleasant, SC [solar] = $27,800 (trust=90)
  SEED North Charleston, SC [roofing] = $12,200 (trust=90)
  SEED North Charleston, SC [hvac] = $9,700 (trust=90)
  SEED North Charleston, SC [plumbing] = $2,600 (trust=90)
  SEED North Charleston, SC [electrical] = $2,600 (trust=90)
  SEED North Charleston, SC [solar] = $29,000 (trust=90)
  SEED Rock Hill, SC [roofing] = $12,200 (trust=90)
  SEED Rock Hill, SC [hvac] = $9,600 (trust=90)
  SEED Rock Hill, SC [plumbing] = $2,500 (trust=90)
  SEED Rock Hill, SC [electrical] = $2,500 (trust=90)
  SEED Rock Hill, SC [solar] = $28,400 (trust=90)
  SEED Spartanburg, SC [roofing] = $11,300 (trust=90)
  SEED Spartanburg, SC [hvac] = $9,500 (trust=90)
  SEED Spartanburg, SC [plumbing] = $2,400 (trust=90)
  SEED Spartanburg, SC [electrical] = $2,500 (trust=90)
  SEED Spartanburg, SC [solar] = $28,400 (trust=90)
  SEED Summerville, SC [roofing] = $11,700 (trust=90)
  SEED Summerville, SC [hvac] = $9,300 (trust=90)
  SEED Summerville, SC [plumbing] = $2,500 (trust=90)
  SEED Summerville, SC [electrical] = $2,500 (trust=90)
  SEED Summerville, SC [solar] = $27,800 (trust=90)
  SEED Sumter, SC [roofing] = $10,200 (trust=90)
  SEED Sumter, SC [hvac] = $8,400 (trust=90)
  SEED Sumter, SC [plumbing] = $2,400 (trust=90)
  SEED Sumter, SC [electrical] = $2,400 (trust=90)
  SEED Sumter, SC [solar] = $27,100 (trust=90)
  SEED Rapid City, SD [roofing] = $11,900 (trust=90)
  SEED Rapid City, SD [hvac] = $9,700 (trust=90)
  SEED Rapid City, SD [plumbing] = $2,500 (trust=90)
  SEED Rapid City, SD [electrical] = $2,500 (trust=90)
  SEED Rapid City, SD [solar] = $28,800 (trust=90)
  SEED Sioux Falls, SD [roofing] = $11,900 (trust=90)
  SEED Sioux Falls, SD [hvac] = $9,500 (trust=90)
  SEED Sioux Falls, SD [plumbing] = $2,400 (trust=90)
  SEED Sioux Falls, SD [electrical] = $2,500 (trust=90)
  SEED Sioux Falls, SD [solar] = $28,500 (trust=90)
  SEED Bartlett, TN [roofing] = $10,900 (trust=90)
  SEED Bartlett, TN [hvac] = $8,900 (trust=90)
  SEED Bartlett, TN [plumbing] = $2,500 (trust=90)
  SEED Bartlett, TN [electrical] = $2,500 (trust=90)
  SEED Bartlett, TN [solar] = $27,600 (trust=90)
  SEED Brentwood, TN [roofing] = $10,900 (trust=90)
  SEED Brentwood, TN [hvac] = $8,900 (trust=90)
  SEED Brentwood, TN [plumbing] = $2,500 (trust=90)
  SEED Brentwood, TN [electrical] = $2,500 (trust=90)
  SEED Brentwood, TN [solar] = $27,600 (trust=90)
  SEED Chattanooga, TN [roofing] = $11,000 (trust=90)
  SEED Chattanooga, TN [hvac] = $8,900 (trust=90)
  SEED Chattanooga, TN [plumbing] = $2,400 (trust=90)
  SEED Chattanooga, TN [electrical] = $2,500 (trust=90)
  SEED Chattanooga, TN [solar] = $27,500 (trust=90)
  SEED Clarksville, TN [roofing] = $11,100 (trust=90)
  SEED Clarksville, TN [hvac] = $8,400 (trust=90)
  SEED Clarksville, TN [plumbing] = $2,500 (trust=90)
  SEED Clarksville, TN [electrical] = $2,400 (trust=90)
  SEED Clarksville, TN [solar] = $27,300 (trust=90)
  SEED Cleveland, TN [roofing] = $11,100 (trust=90)
  SEED Cleveland, TN [hvac] = $8,600 (trust=90)
  SEED Cleveland, TN [plumbing] = $2,500 (trust=90)
  SEED Cleveland, TN [electrical] = $2,400 (trust=90)
  SEED Cleveland, TN [solar] = $27,100 (trust=90)
  SEED Collierville, TN [roofing] = $10,900 (trust=90)
  SEED Collierville, TN [hvac] = $8,900 (trust=90)
  SEED Collierville, TN [plumbing] = $2,500 (trust=90)
  SEED Collierville, TN [electrical] = $2,500 (trust=90)
  SEED Collierville, TN [solar] = $27,600 (trust=90)
  SEED Franklin, TN [roofing] = $12,100 (trust=90)
  SEED Franklin, TN [hvac] = $9,900 (trust=90)
  SEED Franklin, TN [plumbing] = $2,600 (trust=90)
  SEED Franklin, TN [electrical] = $2,600 (trust=90)
  SEED Franklin, TN [solar] = $29,400 (trust=90)
... 600/739 cities processed (2854 seeded, 146 skipped)
  SEED Germantown, TN [roofing] = $10,900 (trust=90)
  SEED Germantown, TN [hvac] = $8,900 (trust=90)
  SEED Germantown, TN [plumbing] = $2,500 (trust=90)
  SEED Germantown, TN [electrical] = $2,500 (trust=90)
  SEED Germantown, TN [solar] = $27,600 (trust=90)
  SEED Hendersonville, TN [roofing] = $12,100 (trust=90)
  SEED Hendersonville, TN [hvac] = $9,900 (trust=90)
  SEED Hendersonville, TN [plumbing] = $2,600 (trust=90)
  SEED Hendersonville, TN [electrical] = $2,600 (trust=90)
  SEED Hendersonville, TN [solar] = $29,400 (trust=90)
  SEED Jackson, TN [roofing] = $10,600 (trust=90)
  SEED Jackson, TN [hvac] = $9,200 (trust=90)
  SEED Jackson, TN [plumbing] = $2,300 (trust=90)
  SEED Jackson, TN [electrical] = $2,300 (trust=90)
  SEED Jackson, TN [solar] = $26,200 (trust=90)
  SEED Johnson City, TN [roofing] = $10,900 (trust=90)
  SEED Johnson City, TN [hvac] = $8,900 (trust=90)
  SEED Johnson City, TN [plumbing] = $2,500 (trust=90)
  SEED Johnson City, TN [electrical] = $2,500 (trust=90)
  SEED Johnson City, TN [solar] = $27,600 (trust=90)
  SEED Kingsport, TN [roofing] = $10,600 (trust=90)
  SEED Kingsport, TN [hvac] = $8,600 (trust=90)
  SEED Kingsport, TN [plumbing] = $2,400 (trust=90)
  SEED Kingsport, TN [electrical] = $2,400 (trust=90)
  SEED Kingsport, TN [solar] = $26,900 (trust=90)
  SEED Knoxville, TN [roofing] = $11,400 (trust=90)
  SEED Knoxville, TN [hvac] = $8,900 (trust=90)
  SEED Knoxville, TN [plumbing] = $2,500 (trust=90)
  SEED Knoxville, TN [electrical] = $2,400 (trust=90)
  SEED Knoxville, TN [solar] = $27,400 (trust=90)
  SEED Memphis, TN [roofing] = $11,600 (trust=90)
  SEED Memphis, TN [plumbing] = $2,500 (trust=90)
  SEED Memphis, TN [electrical] = $2,500 (trust=90)
  SEED Memphis, TN [solar] = $28,000 (trust=90)
  SEED Murfreesboro, TN [roofing] = $12,100 (trust=90)
  SEED Murfreesboro, TN [hvac] = $9,900 (trust=90)
  SEED Murfreesboro, TN [plumbing] = $2,600 (trust=90)
  SEED Murfreesboro, TN [electrical] = $2,600 (trust=90)
  SEED Murfreesboro, TN [solar] = $29,400 (trust=90)
  SEED Nashville, TN [solar] = $29,400 (trust=90)
  SEED Smyrna, TN [roofing] = $12,100 (trust=90)
  SEED Smyrna, TN [hvac] = $9,900 (trust=90)
  SEED Smyrna, TN [plumbing] = $2,600 (trust=90)
  SEED Smyrna, TN [electrical] = $2,600 (trust=90)
  SEED Smyrna, TN [solar] = $29,400 (trust=90)
  SEED Abilene, TX [hvac] = $8,600 (trust=90)
  SEED Abilene, TX [plumbing] = $2,200 (trust=90)
  SEED Abilene, TX [electrical] = $2,200 (trust=90)
  SEED Allen, TX [roofing] = $12,300 (trust=90)
  SEED Allen, TX [hvac] = $10,000 (trust=90)
  SEED Allen, TX [plumbing] = $2,600 (trust=90)
  SEED Allen, TX [electrical] = $2,600 (trust=90)
  SEED Allen, TX [solar] = $28,900 (trust=90)
  SEED Amarillo, TX [roofing] = $10,700 (trust=90)
  SEED Amarillo, TX [hvac] = $8,700 (trust=90)
  SEED Amarillo, TX [plumbing] = $2,300 (trust=90)
  SEED Amarillo, TX [electrical] = $2,300 (trust=90)
  SEED Amarillo, TX [solar] = $25,700 (trust=90)
  SEED Arlington, TX [roofing] = $12,300 (trust=90)
  SEED Arlington, TX [hvac] = $10,000 (trust=90)
  SEED Arlington, TX [plumbing] = $2,600 (trust=90)
  SEED Arlington, TX [electrical] = $2,600 (trust=90)
  SEED Arlington, TX [solar] = $28,900 (trust=90)
  SEED Beaumont, TX [roofing] = $10,600 (trust=90)
  SEED Beaumont, TX [hvac] = $8,900 (trust=90)
  SEED Beaumont, TX [plumbing] = $2,400 (trust=90)
  SEED Beaumont, TX [electrical] = $2,400 (trust=90)
  SEED Beaumont, TX [solar] = $27,100 (trust=90)
  SEED Brownsville, TX [roofing] = $9,800 (trust=90)
  SEED Brownsville, TX [hvac] = $7,900 (trust=90)
  SEED Brownsville, TX [plumbing] = $2,100 (trust=90)
  SEED Brownsville, TX [electrical] = $2,100 (trust=90)
  SEED Brownsville, TX [solar] = $23,500 (trust=90)
  SEED Carrollton, TX [roofing] = $12,300 (trust=90)
  SEED Carrollton, TX [hvac] = $10,000 (trust=90)
  SEED Carrollton, TX [plumbing] = $2,600 (trust=90)
  SEED Carrollton, TX [electrical] = $2,600 (trust=90)
  SEED Carrollton, TX [solar] = $28,900 (trust=90)
  SEED College Station, TX [roofing] = $11,100 (trust=90)
  SEED College Station, TX [hvac] = $8,900 (trust=90)
  SEED College Station, TX [plumbing] = $2,400 (trust=90)
  SEED College Station, TX [electrical] = $2,300 (trust=90)
  SEED College Station, TX [solar] = $25,500 (trust=90)
  SEED Corpus Christi, TX [roofing] = $11,000 (trust=90)
  SEED Corpus Christi, TX [hvac] = $9,300 (trust=90)
  SEED Corpus Christi, TX [plumbing] = $2,500 (trust=90)
  SEED Corpus Christi, TX [electrical] = $2,400 (trust=90)
  SEED Corpus Christi, TX [solar] = $26,900 (trust=90)
  SEED Denton, TX [roofing] = $12,300 (trust=90)
  SEED Denton, TX [hvac] = $10,000 (trust=90)
  SEED Denton, TX [plumbing] = $2,600 (trust=90)
  SEED Denton, TX [electrical] = $2,600 (trust=90)
  SEED Denton, TX [solar] = $28,900 (trust=90)
  SEED El Paso, TX [roofing] = $10,300 (trust=90)
  SEED El Paso, TX [hvac] = $8,400 (trust=90)
  SEED El Paso, TX [plumbing] = $2,200 (trust=90)
  SEED El Paso, TX [electrical] = $2,200 (trust=90)
  SEED El Paso, TX [solar] = $24,600 (trust=90)
  SEED Fort Worth, TX [roofing] = $12,300 (trust=90)
  SEED Fort Worth, TX [hvac] = $10,000 (trust=90)
  SEED Fort Worth, TX [plumbing] = $2,600 (trust=90)
  SEED Fort Worth, TX [electrical] = $2,600 (trust=90)
  SEED Fort Worth, TX [solar] = $28,900 (trust=90)
  SEED Frisco, TX [roofing] = $12,300 (trust=90)
  SEED Frisco, TX [hvac] = $10,000 (trust=90)
  SEED Frisco, TX [plumbing] = $2,600 (trust=90)
  SEED Frisco, TX [electrical] = $2,600 (trust=90)
  SEED Frisco, TX [solar] = $28,900 (trust=90)
  SEED Garland, TX [roofing] = $12,300 (trust=90)
  SEED Garland, TX [hvac] = $10,000 (trust=90)
  SEED Garland, TX [plumbing] = $2,600 (trust=90)
  SEED Garland, TX [electrical] = $2,600 (trust=90)
  SEED Garland, TX [solar] = $28,900 (trust=90)
  SEED Grand Prairie, TX [roofing] = $12,300 (trust=90)
  SEED Grand Prairie, TX [hvac] = $10,000 (trust=90)
  SEED Grand Prairie, TX [plumbing] = $2,600 (trust=90)
  SEED Grand Prairie, TX [electrical] = $2,600 (trust=90)
  SEED Grand Prairie, TX [solar] = $28,900 (trust=90)
  SEED Houston, TX [solar] = $28,500 (trust=90)
  SEED Irving, TX [roofing] = $12,300 (trust=90)
  SEED Irving, TX [hvac] = $10,000 (trust=90)
  SEED Irving, TX [plumbing] = $2,600 (trust=90)
  SEED Irving, TX [electrical] = $2,600 (trust=90)
  SEED Irving, TX [solar] = $28,900 (trust=90)
  SEED Killeen, TX [roofing] = $10,700 (trust=90)
  SEED Killeen, TX [hvac] = $8,500 (trust=90)
  SEED Killeen, TX [plumbing] = $2,300 (trust=90)
  SEED Killeen, TX [electrical] = $2,200 (trust=90)
  SEED Killeen, TX [solar] = $25,100 (trust=90)
  SEED Laredo, TX [roofing] = $9,600 (trust=90)
